alt barom Gx Gy Gz Ax Ay Az Mx My Mz t GPS_La GPS_Lo
2.26 994.62 -26.80 45.39 -17.50 -0.54 -0.19 -1.0 0.85 -0.46 -0.49 1631.54 4054.01 7452.08
2.35 994.61 24.07 4.93 8.23 -0.41 0.08 -0.95 0.96 -0.50 -0.57 1631.973 4054.01 7452.08
2.67 994.58 11.04 -42.40 -31.15 -0.39 0.06 -0.91 0.92 -0.51 -0.52 1632.522 4054.01 7452.08
2.37 994.61 3.10 3.71 1.93 -0.28 0.07 -0.89 0.95 -0.53 -0.52 1632.974 4054.01 7452.08
2.45 994.60 0.97 -9.89 3.19 -0.38 0.10 -1.01 0.94 -0.51 -0.53 1633.559 4054.01 7452.08
2.28 994.62 -1.59 27.17 -1.84 -0.15 -0.10 -0.95 1.00 -0.55 -0.52 1633.98 4054.01 7452.08
2.75 994.57 15.65 -76.97 20.99 -0.42 0.14 -0.88 0.95 -0.52 -0.53 1634.544 4054.01 7452.08
2.89 994.55 34.59 -12.88 -33.27 -0.05 0.07 -0.86 0.98 -0.55 -0.49 1634.983 4054.01 7452.08
2.65 994.58 29.65 -6.26 -4.59 -0.17 0.19 -0.94 0.97 -0.51 -0.58 1635.55 4054.01 7452.08
1.96 994.66 2.84 10.37 0.42 -0.16 0.25 -0.94 0.96 -0.50 -0.58 1635.981 4054.01 7452.08
2.01 994.65 4.24 0.45 0.88 -0.15 0.23 -0.95 0.97 -0.51 -0.58 1636.556 4054.01 7452.08
2.89 994.55 1.60 -1.78 -0.24 -0.13 0.29 -0.95 0.97 -0.50 -0.58 1636.984 4054.01 7452.08
2.23 994.63 1.95 1.67 2.12 -0.15 0.27 -0.95 0.97 -0.50 -0.57 1637.54 4054.01 7452.08
2.18 994.63 1.23 1.10 2.33 -0.15 0.26 -0.95 0.96 -0.50 -0.58 1637.984 4054.01 7452.08
2.48 994.60 0.01 3.40 1.51 -0.15 0.28 -0.95 0.97 -0.49 -0.59 1638.529 4054.01 7452.08
2.40 994.61 0.38 12.14 2.93 -0.18 0.26 -0.95 0.97 -0.49 -0.60 1638.988 4054.01 7452.08
2.59 994.59 0.17 -11.10 10.60 -0.20 0.25 -0.92 0.95 -0.48 -0.58 1639.552 4054.01 7452.08
2.87 994.55 5.42 -1.14 1.35 -0.20 0.28 -0.96 0.95 -0.47 -0.59 1639.99 4054.01 7452.08
2.70 994.57 3.54 3.09 0.40 -0.20 0.29 -0.94 0.95 -0.47 -0.59 1640.552 4054.01 7452.08
2.53 994.59 4.11 2.83 -1.63 -0.21 0.30 -0.96 0.96 -0.47 -0.61 1640.992 4054.01 7452.08
2.42 994.61 4.61 1.99 -0.20 -0.19 0.30 -0.94 0.96 -0.47 -0.60 1641.535 4054.01 7452.08
2.23 994.63 3.63 5.75 2.18 -0.18 0.32 -0.91 0.95 -0.47 -0.61 1641.993 4054.01 7452.08
1.59 994.70 -19.70 -75.05 3.08 -0.29 0.20 -0.94 0.92 -0.47 -0.54 1642.572 4054.01 7452.08
2.61 994.58 8.61 22.17 -5.54 -0.18 0.18 -0.94 0.93 -0.47 -0.51 1642.997 4054.01 7452.08
2.51 994.59 3.51 2.80 2.83 -0.19 0.16 -0.96 0.94 -0.46 -0.53 1643.564 4054.01 7452.08
2.07 994.65 1.64 -5.50 3.43 -0.21 0.17 -0.97 0.93 -0.45 -0.51 1643.998 4054.01 7452.08
2.61 994.58 1.17 -0.46 2.75 -0.23 0.17 -0.96 0.92 -0.43 -0.52 1644.539 4054.01 7452.08
2.37 994.61 2.00 -4.62 -0.20 -0.22 0.17 -0.93 0.92 -0.46 -0.52 1645.001 4054.01 7452.08
2.51 994.59 8.39 -3.05 -6.92 -0.19 0.13 -0.95 0.92 -0.48 -0.50 1645.566 4054.01 7452.08
2.42 994.61 7.49 3.97 1.86 -0.21 0.18 -0.93 0.93 -0.50 -0.51 1646.001 4054.01 7452.08
2.51 994.59 3.96 0.74 1.28 -0.20 0.21 -0.97 0.92 -0.49 -0.51 1646.564 4054.01 7452.08
2.39 994.61 2.50 -3.04 0.47 -0.20 0.21 -0.95 0.92 -0.49 -0.52 1647.004 4054.01 7452.08
2.47 994.60 2.01 -0.96 0.24 -0.20 0.22 -0.96 0.92 -0.49 -0.52 1647.565 4054.01 7452.08
2.08 994.65 1.80 2.42 0.28 -0.20 0.22 -0.96 0.93 -0.49 -0.52 1648.006 4054.01 7452.08
2.48 994.60 -4.61 5.75 1.76 -0.21 0.21 -0.98 0.92 -0.48 -0.50 1648.55 4054.01 7452.08
2.45 994.60 2.02 -5.30 -10.40 -0.18 0.10 -0.97 0.94 -0.47 -0.50 1649.011 4054.01 7452.08
2.23 994.63 4.16 5.69 -1.33 -0.11 0.13 -0.99 0.96 -0.46 -0.54 1649.572 4054.01 7452.08
